Nombre,Referencia,CODIGO,Rubro,COD,Familia,COD,Material,COD,Detalle,COD,Título,COD,Teñido,COD,Nombre Color,COD,Modelo,Medida,Texto,Talla,Otros
H-WME-0465,H-WME-0465-420-INK,Y-W-ME-SW-4/6.5-A-420,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,INK,420,,,,,
H-WME-0465,H-WME-0465-421-MOONLIGHT,Y-W-ME-SW-4/6.5-A-421,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,MOONLIGHT,421,,,,,
H-WME-0465,H-WME-0465-430-CARBON,Y-W-ME-SW-4/6.5-A-430,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,CARBON,430,,,,,
H-WME-0465,H-WME-0465-443-SILVER BLUE,Y-W-ME-SW-4/6.5-A-443,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,SILVER BLUE,443,,,,,
H-WME-0465,H-WME-0465-444-IBIZA BLUE,Y-W-ME-SW-4/6.5-A-444,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,IBIZA BLUE,444,,,,,
H-WME-0465,H-WME-0465-446-NIGHT SKY,Y-W-ME-SW-4/6.5-A-446,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,NIGHT SKY,446,,,,,
H-WME-0465,H-WME-0465-453-MARINE BLUE,Y-W-ME-SW-4/6.5-A-453,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,MARINE BLUE,453,,,,,
H-WME-0465,H-WME-0465-456-LAKE,Y-W-ME-SW-4/6.5-A-456,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,LAKE,456,,,,,
H-WME-0465,H-WME-0465-459-EVENING BLUE,Y-W-ME-SW-4/6.5-A-459,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,EVENING BLUE,459,,,,,
H-WME-0465,H-WME-0465-460-COBALT,Y-W-ME-SW-4/6.5-A-460,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,COBALT,460,,,,,
H-WME-0465,H-WME-0465-464-MIDNIGHT,Y-W-ME-SW-4/6.5-A-464,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,MIDNIGHT,464,,,,,
H-WME-0465,H-WME-0465-469-BLUE SMOKE,Y-W-ME-SW-4/6.5-A-469,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,BLUE SMOKE,469,,,,,
H-WME-0465,H-WME-0465-537-SADDLE,Y-W-ME-SW-4/6.5-A-537,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,SADDLE,537,,,,,
H-WME-0465,H-WME-0465-540-VIOLET,Y-W-ME-SW-4/6.5-A-540,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,VIOLET,540,,,,,
H-WME-0465,H-WME-0465-555-PLUM,Y-W-ME-SW-4/6.5-A-555,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,PLUM,555,,,,,
H-WME-0465,H-WME-0465-577-PERIWINKLE,Y-W-ME-SW-4/6.5-A-577,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,PERIWINKLE,577,,,,,
H-WME-0465,H-WME-0465-578-ORCHID,Y-W-ME-SW-4/6.5-A-578,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,ORCHID,578,,,,,
H-WME-0465,H-WME-0465-592-DESERT SPACE DYE,Y-W-ME-SW-4/6.5-A-592,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,DESERT SPACE DYE,592,,,,,
H-WME-0465,H-WME-0465-605 - BRICK,Y-W-ME-SW-4/6.5-A-605,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,BRICK,605,,,,,
H-WME-0465,H-WME-0465-606-MADDER ROOT (EX MADDER BROWN),Y-W-ME-SW-4/6.5-A-606,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,MADDER ROOT (EX MADDER BROWN),606,,,,,
H-WME-0465,H-WME-0465-607-FIG,Y-W-ME-SW-4/6.5-A-607,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,FIG,607,,,,,
H-WME-0465,H-WME-0465-608-BERRY,Y-W-ME-SW-4/6.5-A-608,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,BERRY,608,,,,,
H-WME-0465,H-WME-0465-609-FUCHSIA,Y-W-ME-SW-4/6.5-A-609,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,FUCHSIA,609,,,,,
H-WME-0465,H-WME-0465-610-CINNAMON,Y-W-ME-SW-4/6.5-A-610,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,CINNAMON,610,,,,,
H-WME-0465,H-WME-0465-611-PERSIMON,Y-W-ME-SW-4/6.5-A-611,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,PERSIMON,611,,,,,
H-WME-0465,H-WME-0465-612-HOT RED,Y-W-ME-SW-4/6.5-A-612,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,HOT RED,612,,,,,
H-WME-0465,H-WME-0465-621-CRAMBERRY,Y-W-ME-SW-4/6.5-A-621,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,CRAMBERRY,621,,,,,
H-WME-0465,H-WME-0465-624-BRIGHT RED,Y-W-ME-SW-4/6.5-A-624,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,BRIGHT RED,624,,,,,
H-WME-0465,H-WME-0465-638-Cardinal,Y-W-ME-SW-4/6.5-A-638,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,Cardinal,638,,,,,
H-WME-0465,H-WME-0465-639-CLAYSTONE,Y-W-ME-SW-4/6.5-A-639,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,CLAYSTONE,639,,,,,
H-WME-0465,H-WME-0465-640-Garnet,Y-W-ME-SW-4/6.5-A-640,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,Garnet,640,,,,,
H-WME-0465,H-WME-0465-641-DESERT SAND,Y-W-ME-SW-4/6.5-A-641,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,DESERT SAND,641,,,,,
H-WME-0465,H-WME-0465-642-HAZEL,Y-W-ME-SW-4/6.5-A-642,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,HAZEL,642,,,,,
H-WME-0465,H-WME-0465-654-PALE MAUVE,Y-W-ME-SW-4/6.5-A-654,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,PALE MAUVE,654,,,,,
H-WME-0465,H-WME-0465-657-MISTY ROSE,Y-W-ME-SW-4/6.5-A-657,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,TAUPE,657,,,,,
H-WME-0465,H-WME-0465-657-TAUPE,Y-W-ME-SW-4/6.5-A-657,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,TAUPE,657,,,,,
H-WME-0465,H-WME-0465-665-PINK LAVENDER,Y-W-ME-SW-4/6.5-A-665,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,PINK LAVENDER,665,,,,,
H-WME-0465,H-WME-0465-670-ANTIQUE ROSE,Y-W-ME-SW-4/6.5-A-670,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,ANTIQUE ROSE,670,,,,,
H-WME-0465,H-WME-0465-671-GRAPEFRUIT,Y-W-ME-SW-4/6.5-A-671,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,GRAPEFRUIT,671,,,,,
H-WME-0465,H-WME-0465-677-ORIGINAL WINTER WHEAT,Y-W-ME-SW-4/6.5-A-677,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,ORIGINAL WINTER WHEAT,677,,,,,
H-WME-0465,H-WME-0465-678-NUTMEG,Y-W-ME-SW-4/6.5-A-678,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,NUTMEG,678,,,,,
H-WME-0465,H-WME-0465-679-SLATE,Y-W-ME-SW-4/6.5-A-679,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,SLATE,679,,,,,
H-WME-0465,H-WME-0465-680-ROSE GOLD,Y-W-ME-SW-4/6.5-A-680,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,ROSE GOLD,680,,,,,
H-WME-0465,H-WME-0465-689-COPPER TAN,Y-W-ME-SW-4/6.5-A-689,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,COPPER TAN,689,,,,,
H-WME-0465,H-WME-0465-694-RED FLAME,Y-W-ME-SW-4/6.5-A-694,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,RED FLAME,694,,,,,
H-WME-0465,H-WME-0465-695-FADED ROSE,Y-W-ME-SW-4/6.5-A-695,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,FADED ROSE,695,,,,,
H-WME-0465,H-WME-0465-698-DUNE,Y-W-ME-SW-4/6.5-A-698,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,DUNE,698,,,,,
H-WME-0465,H-WME-0465-703-WINTER WHEAT,Y-W-ME-SW-4/6.5-A-703,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,WINTER WHEAT,703,,,,,
H-WME-0465,H-WME-0465-704-PENCIL,Y-W-ME-SW-4/6.5-A-704,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,PENCIL,704,,,,,
H-WME-0465,H-WME-0465-706-DIJON,Y-W-ME-SW-4/6.5-A-706,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,DIJON,706,,,,,
H-WME-0465,H-WME-0465-708-CITRON,Y-W-ME-SW-4/6.5-A-708,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,CITRON,708,,,,,
H-WME-0465,H-WME-0465-710-SPUN GOLD,Y-W-ME-SW-4/6.5-A-710,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,SPUN GOLD,710,,,,,
H-WME-0465,H-WME-0465-714-MARIGOLD,Y-W-ME-SW-4/6.5-A-714,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,MARIGOLD,714,,,,,
H-WME-0465,H-WME-0465-733-SUNDRESS,Y-W-ME-SW-4/6.5-A-733,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,SUNDRESS,733,,,,,
H-WME-0465,H-WME-0465-762-NUTSHELL,Y-W-ME-SW-4/6.5-A-762,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,NUTSHELL,762,,,,,
H-WME-0465,H-WME-0465-769-TAWNY OLIVE,Y-W-ME-SW-4/6.5-A-769,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,TAWNY OLIVE,769,,,,,
H-WME-0465,H-WME-0465-771- MANGO,Y-W-ME-SW-4/6.5-A-771,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,MANGO,771,,,,,
H-WME-0465,H-WME-0465-772-MARIGOLD,Y-W-ME-SW-4/6.5-A-772,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,MARIGOLD,772,,,,,
H-WME-0465,H-WME-0465-783-WINTER WHITE,Y-W-ME-SW-4/6.5-A-783,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,WINTER WHITE,783,,,,,
H-WME-0465,H-WME-0465-867-BLUSH,Y-W-ME-SW-4/6.5-A-867,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,BLUSH,867,,,,,
H-WME-0465,H-WME-0465-891-BURNT ORANGE,Y-W-ME-SW-4/6.5-A-891,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,BURNT ORANGE,891,,,,,
H-WME-0465,H-WME-0465-898-RED ORANGE,Y-W-ME-SW-4/6.5-A-898,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,RED ORANGE,898,,,,,
H-WME-0465,H-WME-0465-899-SANDSTONE,Y-W-ME-SW-4/6.5-A-899,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,SANDSTONE,899,,,,,
H-WME-0465,H-WME-0465-907-SNOWFLAKE CONFETTI,Y-W-ME-SW-4/6.5-A-907,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,SNOWFLAKE CONFETTI,907,,,,,
H-WME-0465,H-WME-0465-908-CONFETTI,Y-W-ME-SW-4/6.5-A-908,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,CONFETTI,908,,,,,
H-WME-0465,H-WME-0465-911 - FRUITCAKE SPACE DYE,Y-W-ME-SW-4/6.5-A-911,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,FRUITCAKE SPACE DYE,911,,,,,
H-WME-0465,H-WME-0465-911R-FRUITCAKE SPACE DYE (R),Y-W-ME-SW-4/6.5-A-911R,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,FRUITCAKE SPACE DYE REJECTED,911R,,,,,
H-WME-0465,H-WME-0465-912-HOLLY SPACE DYE,Y-W-ME-SW-4/6.5-A-912,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,HOLLY SPACE DYE,912,,,,,
H-WME-0465,H-WME-0465-913-ICE SPACE DYE,Y-W-ME-SW-4/6.5-A-913,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,ICE SPACE DYE,913,,,,,
H-WME-0465,H-WME-0465-949-SOLSTICE SPACE DYE,Y-W-ME-SW-4/6.5-A-949,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,SOLSTICE SPACE DYE,949,,,,,
H-WME-0465,H-WME-0465-953-PRIMARY SPACE DYE,Y-W-ME-SW-4/6.5-A-953,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,PRIMARY SPACE DYE,953,,,,,
H-WME-0465,H-WME-0465-963-WINTER SPACE DYE,Y-W-ME-SW-4/6.5-A-963,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,WINTER SPACE DYE,963,,,,,
H-WME-0465,H-WME-0465-984-GINGERBREAD SPACE DYE,Y-W-ME-SW-4/6.5-A-984,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,GINGERBREAD SPACE DYE,984,,,,,
H-WME-0465,H-WME-0465-999-ORIGINAL SPACE-DYE,Y-W-ME-SW-4/6.5-A-999,YARN,Y-,WOOL,W-,MERINO,ME-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,ORIGINAL SPACE-DYE,999,,,,,
H-AHW-0214,H-AHW-0214-000-GREIGE,Y-W-AH-WS-2/1.4-G-000,YARN,Y-,WOOL,W-,ANDEAN HIGHLAND,AH-,WASH,WS-,2/1.4,2/1.4-,GREIGE,G-,GREIGE,000,,,,,
H-AHW-0214,H-AHW-0214-430-CARBON,Y-W-AH-WS-2/1.4-A-430,YARN,Y-,WOOL,W-,ANDEAN HIGHLAND,AH-,WASH,WS-,2/1.4,2/1.4-,ARTISANAL,A-,CARBON,430,,,,,
H-AHW-0235,H-AHW-0235-000-GREIGE,Y-W-AH-WS-2/3.5-G-000,YARN,Y-,WOOL,W-,ANDEAN HIGHLAND,AH-,WASH,WS-,2/3.5,2/3.5-,GREIGE,G-,GREIGE,000,,,,,
H-AHW-0235,H-AHW-0235-007-EW007,Y-W-AH-WS-2/3.5-A-EW007,YARN,Y-,WOOL,W-,ANDEAN HIGHLAND,AH-,WASH,WS-,2/3.5,2/3.5-,ARTISANAL,A-,EW007,EW007,,,,,
H-AHW-0235,H-AHW-0235-011-EW011,Y-W-AH-WS-2/3.5-A-EW011,YARN,Y-,WOOL,W-,ANDEAN HIGHLAND,AH-,WASH,WS-,2/3.5,2/3.5-,ARTISANAL,A-,EW011,EW011,,,,,
H-AHW-0235,H-AHW-0235-014-EW014,Y-W-AH-WS-2/3.5-A-EW014,YARN,Y-,WOOL,W-,ANDEAN HIGHLAND,AH-,WASH,WS-,2/3.5,2/3.5-,ARTISANAL,A-,EW014,EW014,,,,,
H-AHW-0235,H-AHW-0235-192-Raffia,Y-W-AH-WS-2/3.5-A-192,YARN,Y-,WOOL,W-,ANDEAN HIGHLAND,AH-,WASH,WS-,2/3.5,2/3.5-,ARTISANAL,A-,SEA MIST,192,,,,,
H-AHW-0235,H-AHW-0235-196-Raisin,Y-W-AH-WS-2/3.5-A-196,YARN,Y-,WOOL,W-,ANDEAN HIGHLAND,AH-,WASH,WS-,2/3.5,2/3.5-,ARTISANAL,A-,CHOCOLATE PLUM,196,,,,,
H-AHW-0235,H-AHW-0235-346-Matcha,Y-W-AH-WS-2/3.5-A-346,YARN,Y-,WOOL,W-,ANDEAN HIGHLAND,AH-,WASH,WS-,2/3.5,2/3.5-,ARTISANAL,A-,WOODBINE,346,,,,,
H-AHW-0235,H-AHW-0235-430-CARBON,Y-W-AH-WS-2/3.5-A-430,YARN,Y-,WOOL,W-,ANDEAN HIGHLAND,AH-,WASH,WS-,2/3.5,2/3.5-,ARTISANAL,A-,CARBON,430,,,,,
H-AHW-0235,H-AHW-0235-444-Cerulean,Y-W-AH-WS-2/3.5-A-444,YARN,Y-,WOOL,W-,ANDEAN HIGHLAND,AH-,WASH,WS-,2/3.5,2/3.5-,ARTISANAL,A-,IBIZA BLUE,444,,,,,
H-AHW-0235,H-AHW-0235-640-BOSSA NOVA,Y-W-AH-WS-2/3.5-A-640,YARN,Y-,WOOL,W-,ANDEAN HIGHLAND,AH-,WASH,WS-,2/3.5,2/3.5-,ARTISANAL,A-,Garnet,640,,,,,
H-AHW-0235,H-AHW-0235-733-Cornsilk,Y-W-AH-WS-2/3.5-A-733,YARN,Y-,WOOL,W-,ANDEAN HIGHLAND,AH-,WASH,WS-,2/3.5,2/3.5-,ARTISANAL,A-,SUNDRESS,733,,,,,
H-CAS-RWS,H-CAS-RWS-000-Crudo,Y-W-ME/CAS-SW-4/6.5-G-000,YARN,Y-,WOOL,W-,MERINO/CASHMERE,ME/CAS-,SUPER WASH,SW-,4/6.5,4/6.5-,GREIGE,G-,GREIGE,000,,,,,
H-CAS-RWS,H-CAS-RWS-000-GREIGE,Y-W-ME/CAS-SW-4/6.5-G-000,YARN,Y-,WOOL,W-,MERINO/CASHMERE,ME/CAS-,SUPER WASH,SW-,4/6.5,4/6.5-,GREIGE,G-,GREIGE,000,,,,,
H-CAS-RWS,H-CAS-RWS-352-PEBBLES,Y-W-ME/CAS-SW-4/6.5-A-352,YARN,Y-,WOOL,W-,MERINO/CASHMERE,ME/CAS-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,KELP SPACE DYE,352,,,,,
H-CAS-RWS,H-CAS-RWS-353-SADDLES SPACE DYE,Y-W-ME/CAS-SW-4/6.5-A-353,YARN,Y-,WOOL,W-,MERINO/CASHMERE,ME/CAS-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,SADDLES SPACE DYE,353,,,,,
H-CAS-RWS,H-CAS-RWS-430-CARBON,Y-W-ME/CAS-SW-4/6.5-A-430,YARN,Y-,WOOL,W-,MERINO/CASHMERE,ME/CAS-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,CARBON,430,,,,,
H-CAS2-0465,H-CAS2-0465-000-CRUDO,Y-W-ME/CAS-SW-4/6.5-G-000,YARN,Y-,WOOL,W-,MERINO/CASHMERE,ME/CAS-,SUPER WASH,SW-,4/6.5,4/6.5-,GREIGE,G-,GREIGE,000,,,,,
H-CAS2-0465,H-CAS2-0465-102-STUCCO,Y-W-ME/CAS-SW-4/6.5-A-102,YARN,Y-,WOOL,W-,MERINO/CASHMERE,ME/CAS-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,PRIMARY CONFETTI,102,,,,,
H-CAS2-0465,H-CAS2-0465-106-CONFETTI 16,Y-W-ME/CAS-SW-4/6.5-A-106,YARN,Y-,WOOL,W-,MERINO/CASHMERE,ME/CAS-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,CONFETTI 16,106,,,,,
H-CAS2-0465,H-CAS2-0465-204-TERRA (POTTERS CLAY),Y-W-ME/CAS-SW-4/6.5-A-204,YARN,Y-,WOOL,W-,MERINO/CASHMERE,ME/CAS-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,TERRA (POTTERS CLAY),204,,,,,
H-CAS2-0465,H-CAS2-0465-239-ANTIQUE BRASS,Y-W-ME/CAS-SW-4/6.5-A-239,YARN,Y-,WOOL,W-,MERINO/CASHMERE,ME/CAS-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,ANTIQUE BRASS,239,,,,,
H-CAS2-0465,H-CAS2-0465-290-CAMEL CONFETTI,Y-W-ME/CAS-SW-4/6.5-A-290,YARN,Y-,WOOL,W-,MERINO/CASHMERE,ME/CAS-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,CAMEL CONFETTI,290,,,,,
H-CAS2-0465,H-CAS2-0465-469-BLUE SMOKE,Y-W-ME/CAS-SW-4/6.5-A-469,YARN,Y-,WOOL,W-,MERINO/CASHMERE,ME/CAS-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,BLUE SMOKE,469,,,,,
H-CAS2-0465,H-CAS2-0465-606-MADDER ROOT (EX MADDER BROWN),Y-W-ME/CAS-SW-4/6.5-A-606,YARN,Y-,WOOL,W-,MERINO/CASHMERE,ME/CAS-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,MADDER ROOT (EX MADDER BROWN),606,,,,,
H-CAS2-0465,H-CAS2-0465-610-CINNAMON,Y-W-ME/CAS-SW-4/6.5-A-610,YARN,Y-,WOOL,W-,MERINO/CASHMERE,ME/CAS-,SUPER WASH,SW-,4/6.5,4/6.5-,ARTISANAL,A-,CINNAMON,610,,,,,
H-EBB-0104,H-EBB-0104-000-Crudo,Y-W-NN-NN-1/4-G-000,YARN,Y-,WOOL,W-,,NN-,,NN-,1/4,1/4-,GREIGE,G-,GREIGE,000,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-000-Crudo,Y-W-FS-BC-1/3.5-G-000,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,GREIGE,G-,GREIGE,000,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-002-SHADOW (LICORICE),Y-W-FS-BC-1/3.5-A-002,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,SHADOW (LICORICE),002,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-203-ACORN,Y-W-FS-BC-1/3.5-A-203,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,ACORN,203,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-204-TERRA (POTTERS CLAY),Y-W-FS-BC-1/3.5-A-204,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,TERRA (POTTERS CLAY),204,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-239-ANTIQUE BRASS,Y-W-FS-BC-1/3.5-A-239,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,ANTIQUE BRASS,239,,,,,
H-FSB-1/3.5,H-FSB-1/3.5-251-HENNA,Y-W-FS-BC-1/3.5-A-251,YARN,Y-,WOOL,W-,ALPACA,FS-,BOUCLE,BC-,1/3.5,1/3.5-,ARTISANAL,A-,HENNA,251,,,,,
